Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,ScopusID,EID
22,Kučinić M.,"First systematic investigation of adults and second checklist of caddisflies (Insecta, trichoptera) of the plitvice lakes national park with notes on research history, biodiversity, distribution and ecology",2017,Natura Croatica,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040029919&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040029919&origin=inward,,2026-01-16 13:09:21,Article,10.20302/NC.2017.26.19,13300520,https://api.elsevier.com/content/abstract/scopus_id/85040029919,26,2,,,,2.75,22.0,1,8,,,,85040029919,2-s2.0-85040029919
5,Calor A.R.,"Checklist of caddisflies (Insecta, trichoptera) from mato Grosso Do Sul State, Brazil",2017,Iheringia Serie Zoologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018416726&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018416726&origin=inward,,2026-01-16 13:09:21,Article,10.1590/1678-4766e2017149,00734721,https://api.elsevier.com/content/abstract/scopus_id/85018416726,107,,,,,0.62,5.0,1,8,,,,85018416726,2-s2.0-85018416726
1,Evans R.,New Records of Caddisflies (Insecta: Trichoptera) from Kentucky,2017,Entomological News,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032863805&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032863805&origin=inward,,2026-01-16 13:09:21,Article,10.3157/021.127.0206,0013872X,https://api.elsevier.com/content/abstract/scopus_id/85032863805,127,2,,,,0.12,1.0,1,8,,,,85032863805,2-s2.0-85032863805
18,Ibrahimi H.,Contribution to the Knowledge of the Caddisfly Fauna (Insecta: Trichoptera) of the Sharr Mountains in Kosovo,2017,Journal of the Kansas Entomological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053389185&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053389185&origin=inward,,2026-01-16 13:09:21,Article,10.2317/17-4.1,00228567,https://api.elsevier.com/content/abstract/scopus_id/85053389185,90,4,,,,2.25,18.0,1,8,,,,85053389185,2-s2.0-85053389185
1,Hunt A.S.,List of Rhode Island Caddisflies (Trichoptera) with New Records from Block Island,2017,Entomological News,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032860067&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032860067&origin=inward,,2026-01-16 13:09:21,Article,10.3157/021.127.0204,0013872X,https://api.elsevier.com/content/abstract/scopus_id/85032860067,127,2,,,,0.12,1.0,1,8,,,,85032860067,2-s2.0-85032860067
12,Wichard W.,"A remarkable caddisfly with bipectinate antennae in Cretaceous Burmese amber (Insecta, Trichoptera)",2017,Cretaceous Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84990833628&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84990833628&origin=inward,,2026-01-16 13:09:21,Article,10.1016/j.cretres.2016.09.012,01956671,https://api.elsevier.com/content/abstract/scopus_id/84990833628,69,,,,,1.5,12.0,1,8,,,,84990833628,2-s2.0-84990833628
171,Holzenthal R.W.,Catalog of the Neotropical Trichoptera (Caddisflies),2017,Zookeys,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012202155&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012202155&origin=inward,,2026-01-16 13:09:21,Article,10.3897/zookeys.654.9516,13132989,https://api.elsevier.com/content/abstract/scopus_id/85012202155,2017,654,,,,21.38,171.0,1,8,,,,85012202155,2-s2.0-85012202155
6,Peirson D.,The complete mitochondrial genome of the north american caddisfly anabolia bimaculata (Insecta: Trichoptera: Limnephilidae),2017,Mitochondrial DNA Part B Resources,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033401454&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033401454&origin=inward,,2026-01-16 13:09:21,Article,10.1080/23802359.2017.1372728,,https://api.elsevier.com/content/abstract/scopus_id/85033401454,2,2,,,,0.75,6.0,1,8,,,,85033401454,2-s2.0-85033401454
31,Schmidt-Kloiber A.,Aquatic biodiversity in Europe: a unique dataset on the distribution of Trichoptera species with important implications for conservation,2017,Hydrobiologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012303698&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012303698&origin=inward,,2026-01-16 13:09:21,Article,10.1007/s10750-017-3116-4,00188158,https://api.elsevier.com/content/abstract/scopus_id/85012303698,797,1,,,,3.88,31.0,1,8,,,,85012303698,2-s2.0-85012303698
8,Lalonde M.,The complete mitochondrial genome of the long-horned caddisfly Triaenodes tardus (Insecta: Trichoptera: Leptoceridae),2017,Mitochondrial DNA Part B Resources,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033406633&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033406633&origin=inward,,2026-01-16 13:09:21,Article,10.1080/23802359.2017.1398619,,https://api.elsevier.com/content/abstract/scopus_id/85033406633,2,2,,,,1.0,8.0,1,8,,,,85033406633,2-s2.0-85033406633
10,Gama Neto J.D.L.,"Checklist and new species of caddisfly (Insecta: Trichoptera) from Roraima state, Brazil",2017,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032452011&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032452011&origin=inward,,2026-01-16 13:09:21,Article,10.11646/zootaxa.4338.3.4,11755326,https://api.elsevier.com/content/abstract/scopus_id/85032452011,4338,3,,,,1.25,10.0,1,8,,,,85032452011,2-s2.0-85032452011
13,Valuyskiy M.,"Structure of antennal sensilla in the caddisfly genus Rhyacophila pictet (Trichoptera, Rhyacophilidae)",2017,Entomological Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030157603&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030157603&origin=inward,,2026-01-16 13:09:21,Article,10.1134/S001387381706001X,00138738,https://api.elsevier.com/content/abstract/scopus_id/85030157603,97,6,,,,1.62,13.0,1,8,,,,85030157603,2-s2.0-85030157603
12,Ivanov V.,New caddisflies species (Insecta: Trichoptera) from the Cretaceous Taymyr amber,2017,Cretaceous Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019641629&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019641629&origin=inward,,2026-01-16 13:09:21,Article,10.1016/j.cretres.2017.04.009,01956671,https://api.elsevier.com/content/abstract/scopus_id/85019641629,77,,,,,1.5,12.0,1,8,,,,85019641629,2-s2.0-85019641629
10,Zhang W.,Two new fossil caddisflies (Amphiesmenoptera: Trichoptera) from the Middle Jurassic of northeastern China,2017,Alcheringa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84969822772&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84969822772&origin=inward,,2026-01-16 13:09:21,Article,10.1080/03115518.2016.1170501,03115518,https://api.elsevier.com/content/abstract/scopus_id/84969822772,41,1,,,,1.25,10.0,1,8,,,,84969822772,2-s2.0-84969822772
