Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,ScopusID,EID
1,Moser J.B.,"Diversity, species richness and relative abundance of adult mosquitoes (Diptera: Culicidae) in localities of the Gran Sabana municipality, Bolívar state",2021,Boletin De Malariologia Y Salud Ambiental,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124022508&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124022508&origin=inward,,2026-04-12 17:40:11,Article,10.52808/bmsa.7e5.614.004,16904648,https://api.elsevier.com/content/abstract/scopus_id/85124022508,61,4,,,,0.25,1.0,1,4,,,,85124022508,2-s2.0-85124022508
0,Panyukova E.V.,The Complexes of Mosquito Species (Diptera: Culicidae) at the Yaksha Site of the Pechora-Ilych Nature Reserve in the Komi Republic,2021,Entomological Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109669209&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109669209&origin=inward,,2026-04-12 17:40:11,Article,10.1134/S0013873821020068,00138738,https://api.elsevier.com/content/abstract/scopus_id/85109669209,101,2,,,,0.0,0.0,1,4,,,,85109669209,2-s2.0-85109669209
0,Shahbaz M.,"Biodiversity of Culicidae Mosquitoes in District Bagh, Azad Jammu and Kashmir",2021,Pakistan Journal of Zoology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102687703&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102687703&origin=inward,,2026-04-12 17:40:11,Article,10.17582/JOURNAL.PJZ/20191001191052,00309923,https://api.elsevier.com/content/abstract/scopus_id/85102687703,53,2,,,,0.0,0.0,1,4,,,,85102687703,2-s2.0-85102687703
12,Salavati B.,Trend of mosquito (Diptera: Culicidae) monthly distribution in sanandaj county of iran,2021,Biodiversitas,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117955483&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117955483&origin=inward,,2026-04-12 17:40:11,Article,10.13057/biodiv/d221101,1412033X,https://api.elsevier.com/content/abstract/scopus_id/85117955483,22,11,,,,3.0,12.0,1,4,,,,85117955483,2-s2.0-85117955483
7,Khalin A.V.,"Mosquito Distribution in Northwestern Russia: Species of the Genera Anopheles Meigen, Coquillettidia Dyar, Culex L., and Culiseta Felt (Diptera, Culicidae)",2021,Entomological Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114040464&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114040464&origin=inward,,2026-04-12 17:40:11,Article,10.1134/S0013873821030040,00138738,https://api.elsevier.com/content/abstract/scopus_id/85114040464,101,3,,,,1.75,7.0,1,4,,,,85114040464,2-s2.0-85114040464
4,Khalin A.V.,"Mosquito Distribution in Northwestern Russia: Species of the Genus Aedes Meigen (Diptera, Culicidae)",2021,Entomological Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125584518&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125584518&origin=inward,,2026-04-12 17:40:11,Article,10.1134/S0013873821080054,00138738,https://api.elsevier.com/content/abstract/scopus_id/85125584518,101,8,,,,1.0,4.0,1,4,,,,85125584518,2-s2.0-85125584518
1,Kaur J.,"Mosquito diversity (Diptera: Culicidae) of Baddi, Himachal Pradesh and surrounding areas",2021,Journal of Entomological Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111443124&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111443124&origin=inward,,2026-04-12 17:40:11,Article,10.5958/0974-4576.2021.00005.0,03789519,https://api.elsevier.com/content/abstract/scopus_id/85111443124,45,1,,,,0.25,1.0,1,4,,,,85111443124,2-s2.0-85111443124
23,Maquart P.O.,"Checklist of the mosquito fauna (Diptera, Culicidae) of Cambodia",2021,Parasite,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112716046&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112716046&origin=inward,,2026-04-12 17:40:11,Article,10.1051/parasite/2021056,1252607X,https://api.elsevier.com/content/abstract/scopus_id/85112716046,28,,,,,5.75,23.0,1,4,,,,85112716046,2-s2.0-85112716046
11,Alencar J.,"Ecosystem diversity of mosquitoes (Diptera: Culicidae) in a remnant of Atlantic Forest, Rio de Janeiro state, Brazil",2021,Austral Entomology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096803391&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096803391&origin=inward,,2026-04-12 17:40:11,Article,10.1111/aen.12508,2052174X,https://api.elsevier.com/content/abstract/scopus_id/85096803391,60,1,,,,2.75,11.0,1,4,,,,85096803391,2-s2.0-85096803391
15,Guimarães L.d.O.,"Assessing diversity, plasmodium infection and blood meal sources in mosquitoes (Diptera: Culicidae) from a brazilian zoological park with avian malaria transmission",2021,Insects,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102676147&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102676147&origin=inward,,2026-04-12 17:40:11,Article,10.3390/insects12030215,,https://api.elsevier.com/content/abstract/scopus_id/85102676147,12,3,,,,3.75,15.0,1,4,,,,85102676147,2-s2.0-85102676147
