Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
60,"P. Fierro","A benthic macroinvertebrate multimetric index for Chilean Mediterranean streams",2018,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X18302292","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044925092&origin=inward",10,"2026-01-04 12:31:58","Article","10.1016/j.ecolind.2018.03.074","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/85044925092",91,,13,23,60,7.50,60,1,8,"","",""
2,"H. Tachet","A comparative description of the larvae of psychomyia pusilla (Fabricius 1781), metalype fragilis (Pictet 1834), and paduniella vandeli décamps 1965 (Trichoptera: Psychomyiidae) and comments on the larvae of other species belonging to these three genera",2018,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044668835&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044668835&origin=inward",183,"2026-01-04 12:31:58","Review","10.11646/zootaxa.4402.1.4","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85044668835",4402,1,91,112,2,0.25,2,1,8,"","",""
36,"D.B. Herbst","A comparison of the taxonomic and trait structure of macroinvertebrate communities between the riffles and pools of montane headwater streams",2018,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047804503&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047804503&origin=inward",22,"2026-01-04 12:31:58","Article","10.1007/s10750-018-3646-4","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/85047804503",820,1,115,133,36,4.50,36,1,8,"","",""
4,"Y. Hu","A new species of chimarra from China (Trichoptera, philopotamidae) with description of its larva",2018,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055646590&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055646590&origin=inward",150,"2026-01-04 12:31:58","Review","10.11646/zootaxa.4504.2.6","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85055646590",4504,2,253,260,4,0.50,4,1,8,"","",""
11,"A.A. Alves","A new species of Smicridea McLachlan 1871 (Trichoptera: Hydropsychidae) from the Caatinga biome and new distributional records from Brazil",2018,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055008945&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055008945&origin=inward",97,"2026-01-04 12:31:58","Article","10.11646/zootaxa.4500.3.6","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85055008945",4500,3,388,396,11,1.38,11,1,8,"","",""
28,"O. Hawlitschek","A pipeline for metabarcoding and diet analysis from fecal samples developed for a small semi-aquatic mammal",2018,"Plos One","","https://api.elsevier.com/content/article/eid/1-s2.0-S1932620323876702","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051468246&origin=inward",35,"2026-01-04 12:31:58","Article","10.1371/journal.pone.0201763","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/85051468246",13,8,,,28,3.50,28,1,8,"","",""
22,"G.K. Dwyer","A predicted change in the amino acid landscapes available to freshwater carnivores",2018,"Freshwater Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051191077&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051191077&origin=inward",45,"2026-01-04 12:31:58","Article","10.1086/696128","2161-9549","https://api.elsevier.com/content/abstract/scopus_id/85051191077",37,1,108,120,22,2.75,22,1,8,"","",""
7,"R.S. Kelly","A Review of Necrotauliids from the Triassic/Jurassic of England (Trichoptera: Necrotauliidae)",2018,"Psyche London","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047635890&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047635890&origin=inward",122,"2026-01-04 12:31:58","Article","10.1155/2018/6706120","0033-2615","https://api.elsevier.com/content/abstract/scopus_id/85047635890",2018,,,,7,0.88,7,1,8,"","",""
12,"J. Macher","A simple centrifugation protocol for metagenomic studies increases mitochondrial DNA yield by two orders of magnitude",2018,"Methods in Ecology and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039156128&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039156128&origin=inward",80,"2026-01-04 12:31:58","Article","10.1111/2041-210X.12937","2041-210X","https://api.elsevier.com/content/abstract/scopus_id/85039156128",9,4,1070,1074,12,1.50,12,1,8,"","",""
12,"H. Ibrahimi","A study of trichoptera of the blinajë hunting reserve including the first records of ironoqua dubia (stephens, 1837) (Limnephilidae) from the hellenic Western Balkans",2018,"Journal of the Entomological Research Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85045450386&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85045450386&origin=inward",84,"2026-01-04 12:31:58","Article","","1302-0250","https://api.elsevier.com/content/abstract/scopus_id/85045450386",20,1,11,19,12,1.50,12,1,8,"","",""
