Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"N.L. Ings","'House and garden': Larval galleries enhance resource availability for a sedentary caddisfly",2012,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84867907987&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84867907987&origin=inward",82,"2026-01-04 12:20:26","Article","10.1111/fwb.12025","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/84867907987",57,12,2526,2538,16,1.14,16,1,14,"","",""
21,"D. Spitale","A comparative study of common and rare species in spring habitats",2012,"Ecoscience","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84861368088&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84861368088&origin=inward",63,"2026-01-04 12:20:26","Article","10.2980/19-1-3435","1195-6860","https://api.elsevier.com/content/abstract/scopus_id/84861368088",19,1,80,88,21,1.50,21,1,14,"","",""
110,"S.R.M. Couceiro","A macroinvertebrate multimetric index to evaluate the biological condition of streams in the Central Amazon region of Brazil",2012,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X11003578","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=82655180712&origin=inward",3,"2026-01-04 12:20:26","Article","10.1016/j.ecolind.2011.11.001","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/82655180712",18,,118,125,110,7.86,110,1,14,"","",""
66,"T. Siqueira","A metacommunity framework for enhancing the effectiveness of biological monitoring strategies",2012,"Plos One","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865298242&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865298242&origin=inward",13,"2026-01-04 12:20:26","Article","10.1371/journal.pone.0043626","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/84865298242",7,8,,,66,4.71,66,1,14,"","",""
88,"Y.C. Jun","A multimetric benthic macroinvertebrate index for the assessment of stream biotic integrity in Korea",2012,"International Journal of Environmental Research and Public Health","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84868122229&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84868122229&origin=inward",8,"2026-01-04 12:20:26","Article","10.3390/ijerph9103599","1661-7827","https://api.elsevier.com/content/abstract/scopus_id/84868122229",9,10,3599,3628,88,6.29,88,1,14,"","",""
14,"W. Hao","A new species of Liadotaulius (Insecta: Trichoptera) from the Middle Jurassic of Daohugou, Inner Mongolia",2012,"Acta Geologica Sinica English Edition","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863314975&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863314975&origin=inward",93,"2026-01-04 12:20:26","Article","10.1111/j.1755-6724.2012.00662.x","1000-9515","https://api.elsevier.com/content/abstract/scopus_id/84863314975",86,2,320,324,14,1.00,14,1,14,"","",""
6,"A.L. Henriques-Oliveira","A new species of Notalina Mosely, 1936 (Trichoptera: Leptoceridae) from Southeastern Brazil",2012,"Biota Neotropica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873486266&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873486266&origin=inward",131,"2026-01-04 12:20:26","Article","10.1590/S1676-06032012000400014","1678-6424","https://api.elsevier.com/content/abstract/scopus_id/84873486266",12,4,130,134,6,0.43,6,1,14,"","",""
12,"F. Quinteiro","A new species of Oecetis McLachlan, 1877 (Trichoptera: Leptoceridae) from Southeast Brazil: Validation of an unpublished species",2012,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865653619&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865653619&origin=inward",102,"2026-01-04 12:20:26","Article","","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/84865653619",,3442,53,57,12,0.86,12,1,14,"","",""
6,"G. Jardim","A new species of the genus Alterosa (Trichoptera: Philopotaminae) from southeastern Brazil",2012,"Revista De Biologia Tropical","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84866601372&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84866601372&origin=inward",136,"2026-01-04 12:20:26","Article","","0034-7744","https://api.elsevier.com/content/abstract/scopus_id/84866601372",60,2,577,580,6,0.43,6,1,14,"","",""
3,"S. Parey","A new species of the genus paraphlegopteryx (trichoptera, lepidostomatidae) from India",2012,"Vestnik Zoologii","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863527018&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863527018&origin=inward",160,"2026-01-04 12:20:26","Article","10.2478/v10058-012-0023-z","0084-5604","https://api.elsevier.com/content/abstract/scopus_id/84863527018",46,3,,,3,0.21,3,1,14,"","",""
