Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"A.O. Edegbene","A Macroinvertebrate-Based Multimetric Index for Assessing Ecological Condition of Forested Stream Sites Draining Nigerian Urbanizing Landscapes",2022,"Sustainability Switzerland","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138917500&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138917500&origin=inward",13,"2026-01-04 12:38:48","Article","10.3390/su141811289","2071-1050","https://api.elsevier.com/content/abstract/scopus_id/85138917500",14,18,,,23,5.75,23,1,4,"","",""
1,"I.D. Sukatsheva","A new caddisfly of the family Baissoferidae (Insecta: Trichoptera) from the Lower Cretaceous of Mongolia",2022,"Palaeoentomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202571064&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202571064&origin=inward",199,"2026-01-04 12:38:48","Article","10.11646/palaeoentomology.5.3.12","2624-2826","https://api.elsevier.com/content/abstract/scopus_id/85202571064",5,3,285,288,1,0.25,1,1,4,"","",""
3,"R.W. Holzenthal","A new genus and new species of Ecuadorian Philopotamidae (Trichoptera)",2022,"Zookeys","","https://api.elsevier.com/content/article/eid/1-s2.0-S131329892200074X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136800054&origin=inward",142,"2026-01-04 12:38:48","Article","10.3897/zookeys.1117.86984","1313-2989","https://api.elsevier.com/content/abstract/scopus_id/85136800054",2022,1117,95,122,3,0.75,3,1,4,"","",""
1,"Z. Hussain","A new species of Kisaura Ross, 1956 and checklist of the caddisfly family Philopotamidae (Trichoptera) of India",2022,"Oriental Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105174777&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105174777&origin=inward",181,"2026-01-04 12:38:48","Article","10.1080/00305316.2021.1906778","0030-5316","https://api.elsevier.com/content/abstract/scopus_id/85105174777",56,1,57,80,1,0.25,1,1,4,"","",""
5,"H. Zang","A New Species of Limnephilus (Insecta: Trichoptera: Limnephilidae) from China, with Revision of the Genus Limnephilus on the Chinese Mainland †",2022,"Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136196992&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136196992&origin=inward",113,"2026-01-04 12:38:48","Article","10.3390/insects13070653","2075-4450","https://api.elsevier.com/content/abstract/scopus_id/85136196992",13,7,,,5,1.25,5,1,4,"","",""
5,"R. Pereira-Silva","A new species of Macrostemum Kolenati (Trichoptera: Hydropsychidae), with updated key to Neotropical species of the genus and new caddisfly records from Northeastern Brazil",2022,"Studies on Neotropical Fauna and Environment","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097545541&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097545541&origin=inward",99,"2026-01-04 12:38:48","Article","10.1080/01650521.2020.1829902","0165-0521","https://api.elsevier.com/content/abstract/scopus_id/85097545541",57,2,121,132,5,1.25,5,1,4,"","",""
2,"E. Rázuri-Gonzales","A new species of Silvatares (Trichoptera, Pisuliidae) from the Democratic Republic of the Congo",2022,"Zookeys","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134171475&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134171475&origin=inward",168,"2026-01-04 12:38:48","Article","10.3897/zookeys.1111.85307","1313-2989","https://api.elsevier.com/content/abstract/scopus_id/85134171475",2022,1111,371,380,2,0.50,2,1,4,"","",""
7,"R.E. Thoms","A preliminary molecular phylogeny of the family Hydroptilidae (Trichoptera): an exploration of combined targeted enrichment data and legacy sequence data",2022,"Zookeys","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134221680&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134221680&origin=inward",77,"2026-01-04 12:38:48","Article","10.3897/zookeys.1111.85361","1313-2989","https://api.elsevier.com/content/abstract/scopus_id/85134221680",2022,1111,467,488,7,1.75,7,1,4,"","",""
10,"F. Keck","A triad of kicknet sampling, eDNA metabarcoding, and predictive modeling to assess richness of mayflies, stoneflies and caddisflies in rivers",2022,"Metabarcoding and Metagenomics","","https://api.elsevier.com/content/article/eid/1-s2.0-S2534970822000229","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130726460&origin=inward",48,"2026-01-04 12:38:48","Article","10.3897/mbmg.6.79351","2534-9708","https://api.elsevier.com/content/abstract/scopus_id/85130726460",6,,117,131,10,2.50,10,1,4,"","",""
16,"E.N. Millar","Altered microbiomes of aquatic macroinvertebrates and riparian spiders downstream of municipal wastewater effluents",2022,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969721062343","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118260233&origin=inward",26,"2026-01-04 12:38:48","Article","10.1016/j.scitotenv.2021.151156","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85118260233",809,,,,16,4.00,16,1,4,"","",""
4,"A. Alonso","Amphibian loss alters periphyton structure and invertebrate growth in montane streams",2022,"Journal of Animal Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139245496&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139245496&origin=inward",126,"2026-01-04 12:38:48","Article","10.1111/1365-2656.13818","0021-8790","https://api.elsevier.com/content/abstract/scopus_id/85139245496",91,11,2329,2337,4,1.00,4,1,4,"","",""
6,"S. Miess","An Ecological Profile of Hydropsyche alternans (Trichoptera: Hydropsychidae) in Lake Superior, the Last Stronghold of a Once-Dominant Great Lakes Surf Zone Caddisfly",2022,"Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136189612&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136189612&origin=inward",89,"2026-01-04 12:38:48","Article","10.3390/insects13070659","2075-4450","https://api.elsevier.com/content/abstract/scopus_id/85136189612",13,7,,,6,1.50,6,1,4,"","",""
2,"M.J. López-Rodríguez","Aquatic Animal Communities of Watercourses from Sierra Nevada",2022,"Landscape of the Sierra Nevada A Unique Laboratory of Global Processes in Spain","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85160463968&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85160463968&origin=inward",149,"2026-01-04 12:38:48","Book Chapter","10.1007/978-3-030-94219-9_15","","https://api.elsevier.com/content/abstract/scopus_id/85160463968",,,245,260,2,0.50,2,1,4,"","",""
5,"R.J. Mason","Aquatic Insect Bioconstructions Modify Fine-Sediment Entrainment and Mobility",2022,"Journal of Geophysical Research Earth Surface","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125149002&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125149002&origin=inward",108,"2026-01-04 12:38:48","Article","10.1029/2021JF006399","2169-9003","https://api.elsevier.com/content/abstract/scopus_id/85125149002",127,2,,,5,1.25,5,1,4,"","",""
2,"L.S. Brasil","AQUATIC INSECTS BIOINDICATORS OF LAND USE CHANGE IN PARÁ, BRAZIL: EVIDENCE AND PERSPECTIVES",2022,"Oecologia Australis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85138578318&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138578318&origin=inward",146,"2026-01-04 12:38:48","Article","10.4257/oeco.2022.2603.03","1809-5267","https://api.elsevier.com/content/abstract/scopus_id/85138578318",26,3,424,444,2,0.50,2,1,4,"","",""
5,"N. Ruengsawang","Aquatic Insects in Habitat-Forming Sponges: The Case of the Lower Mekong and Conservation Perspectives in a Global Context",2022,"Diversity","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141762575&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141762575&origin=inward",106,"2026-01-04 12:38:48","Article","10.3390/d14110911","1424-2818","https://api.elsevier.com/content/abstract/scopus_id/85141762575",14,11,,,5,1.25,5,1,4,"","",""
15,"C. Carrasco-Badajoz","Aquatic macroinvertebrate trophic guilds, functional feeding groups, and water quality of an andean urban river",2022,"Frontiers in Environmental Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85140656510&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140656510&origin=inward",28,"2026-01-04 12:38:48","Article","10.3389/fenvs.2022.1003207","2296-665X","https://api.elsevier.com/content/abstract/scopus_id/85140656510",10,,,,15,3.75,15,1,4,"","",""
21,"D. Sánchez-Fernández","Are patterns of sampling effort and completeness of inventories congruent? A test using databases for five insect taxa in the Iberian Peninsula",2022,"Insect Conservation and Diversity","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122741293&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122741293&origin=inward",17,"2026-01-04 12:38:48","Article","10.1111/icad.12566","1752-458X","https://api.elsevier.com/content/abstract/scopus_id/85122741293",15,4,406,415,21,5.25,21,1,4,"","",""
6,"K.L. Charbonneau","Are There Longitudinal Effects of Forest Harvesting on Carbon Quality and Flow and Methylmercury Bioaccumulation in Primary Consumers of Temperate Stream Networks?",2022,"Environmental Toxicology and Chemistry","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129962331&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129962331&origin=inward",81,"2026-01-04 12:38:48","Article","10.1002/etc.5330","0730-7268","https://api.elsevier.com/content/abstract/scopus_id/85129962331",41,6,1490,1507,6,1.50,6,1,4,"","",""
4,"V.d.A. Barbosa","Assessing population genetic structure of three New Zealand stream insects using mitochondrial and nuclear DNA markers",2022,"Genome","","https://api.elsevier.com/content/article/eid/1-s2.0-S0831279622000175","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138126031&origin=inward",115,"2026-01-04 12:38:48","Article","10.1139/gen-2022-0021","0831-2796","https://api.elsevier.com/content/abstract/scopus_id/85138126031",65,8,427,441,4,1.00,4,1,4,"","",""
12,"J. Raitif","Assessing spatial deposition of aquatic subsidies by insects emerging from agricultural streams",2022,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969722027826","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129994257&origin=inward",40,"2026-01-04 12:38:48","Article","10.1016/j.scitotenv.2022.155686","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85129994257",837,,,,12,3.00,12,1,4,"","",""
8,"M. Tagliaferro","Assessment of metal exposure (uranium and copper) in fatty acids and carbohydrate profiles of Calamoceras marsupus larvae (Trichoptera) and Alnus glutinosa leaf litter",2022,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969722027097","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129520173&origin=inward",65,"2026-01-04 12:38:48","Article","10.1016/j.scitotenv.2022.155613","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/85129520173",836,,,,8,2.00,8,1,4,"","",""
23,"M. Krodkiewska","Assessment of pollution, and ecological status in rivers located in the Vistula and Oder river basins impacted by the mining industry in Central Europe (Poland)",2022,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X22009785","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85138463371&origin=inward",12,"2026-01-04 12:38:48","Article","10.1016/j.ecolind.2022.109505","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/85138463371",144,,,,23,5.75,23,1,4,"","",""
9,"A.B. Orfinger","Associating life stages and sexes of Nearctic Polycentropus Curtis, 1835 (Trichoptera: Polycentropodidae) using mitochondrial DNA barcoding",2022,"Ecology and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127324254&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127324254&origin=inward",55,"2026-01-04 12:38:48","Article","10.1002/ece3.8741","2045-7758","https://api.elsevier.com/content/abstract/scopus_id/85127324254",12,3,,,9,2.25,9,1,4,"","",""
