Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"F. Hoppeler","A larval transcriptome of the limnephilid caddisfly Micropterna lateralis (Stephens, 1837) (Trichoptera: Limnephilidae)",2016,"Aquatic Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84989929175&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84989929175&origin=inward",187,"2026-01-04 12:26:34","Article","10.1080/01650424.2016.1200727","0165-0424","https://api.elsevier.com/content/abstract/scopus_id/84989929175",37,3,253,257,3,0.30,3,1,10,"","",""
3,"L. Martín","A new species of athripsodes from the southwest of the iberian peninsula (Trichoptera, leptoceridae)",2016,"Turkish Journal of Zoology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84957697500&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84957697500&origin=inward",185,"2026-01-04 12:26:34","Article","10.3906/zoo-1505-36","1300-0179","https://api.elsevier.com/content/abstract/scopus_id/84957697500",40,2,199,201,3,0.30,3,1,10,"","",""
6,"W. Graf","A new species of Limnephilidae (Insecta: Trichoptera) from the Western Alps (Insecta: Trichoptera)",2016,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84960449927&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960449927&origin=inward",152,"2026-01-04 12:26:34","Article","10.11646/zootaxa.4085.3.6","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/84960449927",4085,3,431,437,6,0.60,6,1,10,"","",""
6,"J. Martínez","A new species of Potamophylax from Spain with a key to the Iberian species (Trichoptera: Limnephilidae)",2016,"Acta Entomologica Musei Nationalis Pragae","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84995666141&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84995666141&origin=inward",151,"2026-01-04 12:26:34","Article","","0374-1036","https://api.elsevier.com/content/abstract/scopus_id/84995666141",56,2,837,844,6,0.60,6,1,10,"","",""
3,"D.E.S. Baltazar","A river health status model based on water quality, macroinvertebrates and land use for niyugan river, Cabuyao City, Laguna, Philippines",2016,"Journal of Environmental Science and Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85029812980&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85029812980&origin=inward",196,"2026-01-04 12:26:34","Article","","0119-1144","https://api.elsevier.com/content/abstract/scopus_id/85029812980",19,2,38,53,3,0.30,3,1,10,"","",""
7,"E. Kosnicki","A Stream Multimetric Macroinvertebrate Index (MMI) for the Sand Hills Ecoregion of the Southeastern Plains, USA",2016,"Environmental Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84984827926&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84984827926&origin=inward",144,"2026-01-04 12:26:34","Article","10.1007/s00267-016-0740-0","0364-152X","https://api.elsevier.com/content/abstract/scopus_id/84984827926",58,4,741,751,7,0.70,7,1,10,"","",""
8,"E.A. Jarzembowski","A tubiculous perspective: New caddisfly cases (Insecta: Trichoptera) from the Lower Cretaceous of southern England and comparison with the Chinese indusifauna",2016,"Cretaceous Research","","https://api.elsevier.com/content/article/eid/1-s2.0-S0195667115301464","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84954444632&origin=inward",132,"2026-01-04 12:26:34","Article","10.1016/j.cretres.2015.12.021","0195-6671","https://api.elsevier.com/content/abstract/scopus_id/84954444632",61,,44,56,8,0.80,8,1,10,"","",""
15,"T. Parr","Aligning indicators of community composition and biogeochemical function in stream monitoring and ecological assessments",2016,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X15004811","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84942475460&origin=inward",88,"2026-01-04 12:26:34","Article","10.1016/j.ecolind.2015.08.049","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/84942475460",60,,970,979,15,1.50,15,1,10,"","",""
3,"K.T. Mathias","An Analysis of Larval Cranial Architecture and Mandibular Geometry of Dytiscus carolinus Aubé, 1838 (Coleoptera: Dytiscidae)",2016,"Coleopterists Bulletin","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84975215542&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84975215542&origin=inward",194,"2026-01-04 12:26:34","Article","10.1649/0010-065X-70.2.347","0010-065X","https://api.elsevier.com/content/abstract/scopus_id/84975215542",70,2,347,354,3,0.30,3,1,10,"","",""
3,"B.A. Lalonde","Analysis of benthic invertebrate communities downstream of land-based aquaculture facilities in Nova Scotia, Canada",2016,"Cogent Environmental Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101647123&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101647123&origin=inward",200,"2026-01-04 12:26:34","Article","10.1080/23311843.2015.1136099","2331-1843","https://api.elsevier.com/content/abstract/scopus_id/85101647123",2,1,,,3,0.30,3,1,10,"","",""
6,"A. Wong","Aquatic insect communities in and around the tropical streams of Kinabalu Park, Sabah, Malaysia",2016,"Aacl Bioflux","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84993965255&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84993965255&origin=inward",149,"2026-01-04 12:26:34","Article","","1844-8143","https://api.elsevier.com/content/abstract/scopus_id/84993965255",9,5,1078,1089,6,0.60,6,1,10,"","",""
11,"W. Azmi","Aquatic insect communities in relation with water quality of selected tributaries of Tasik Kenyir Terengganu",2016,"Journal of Sustainability Science and Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012935506&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012935506&origin=inward",110,"2026-01-04 12:26:34","Article","","1823-8556","https://api.elsevier.com/content/abstract/scopus_id/85012935506",11,2,11,20,11,1.10,11,1,10,"","",""
57,"D.M. Takiya","Aquatic insects from the Caatinga: Checklists and diversity assessments of Ubajara (Ceará State) and Sete Cidades (Piauí State) National Parks, Northeastern Brazil",2016,"Biodiversity Data Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018196899&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018196899&origin=inward",17,"2026-01-04 12:26:34","Article","10.3897/BDJ.4.e8354","1314-2828","https://api.elsevier.com/content/abstract/scopus_id/85018196899",4,1,,,57,5.70,57,1,10,"","",""
31,"D. Campos","Are insect repellents toxic to freshwater insects? A case study using caddisflies exposed to DEET",2016,"Chemosphere","","https://api.elsevier.com/content/article/eid/1-s2.0-S0045653516301138","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960109865&origin=inward",50,"2026-01-04 12:26:34","Article","10.1016/j.chemosphere.2016.01.098","0045-6535","https://api.elsevier.com/content/abstract/scopus_id/84960109865",149,,177,182,31,3.10,31,1,10,"","",""
11,"Y. Li","Assessment of the Huntai River in China using a multimetric index based on fish and macroinvertebrate assemblages",2016,"Journal of Freshwater Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84938650833&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84938650833&origin=inward",112,"2026-01-04 12:26:34","Article","10.1080/02705060.2015.1070109","0270-5060","https://api.elsevier.com/content/abstract/scopus_id/84938650833",31,2,169,190,11,1.10,11,1,10,"","",""
4,"A. Caro-Borrero","Associations Between Macroinvertebrates and Paralemanea mexicana, an Endemic Freshwater Red Alga from a Mountain River in Central Mexico",2016,"Neotropical Entomology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84996670996&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84996670996&origin=inward",172,"2026-01-04 12:26:34","Article","10.1007/s13744-016-0420-z","1519-566X","https://api.elsevier.com/content/abstract/scopus_id/84996670996",45,6,665,674,4,0.40,4,1,10,"","",""
10,"R.E. DeWalt","Atlas of Ohio aquatic insects: Volume II, plecoptera",2016,"Biodiversity Data Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85018633556&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018633556&origin=inward",122,"2026-01-04 12:26:34","Article","10.3897/BDJ.4.e10723","1314-2828","https://api.elsevier.com/content/abstract/scopus_id/85018633556",4,1,,,10,1.00,10,1,10,"","",""
13,"C. Cerezer","Avoid predation or take risks in basic activities? Predator-prey relationship in subtropical streams between decapods and caddisflies",2016,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84998953441&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84998953441&origin=inward",97,"2026-01-04 12:26:34","Article","10.1071/MF15278","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/84998953441",67,12,1880,1887,13,1.30,13,1,10,"","",""
20,"M.A. Solans","Basic tools for setting environmental flows at the regional scale: application of the ELOHA framework in a Mediterranean river basin",2016,"Ecohydrology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84971282428&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84971282428&origin=inward",72,"2026-01-04 12:26:34","Article","10.1002/eco.1745","1936-0584","https://api.elsevier.com/content/abstract/scopus_id/84971282428",9,8,1517,1538,20,2.00,20,1,10,"","",""
144,"A. Ruhí","Bioaccumulation and trophic magnification of pharmaceuticals and endocrine disruptors in a Mediterranean river food web",2016,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969715302047","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84945455032&origin=inward",1,"2026-01-04 12:26:34","Article","10.1016/j.scitotenv.2015.06.009","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/84945455032",540,,250,259,144,14.40,144,1,10,"","",""
37,"D. Lee","Biodiversity and palaeoecology of Foulden Maar: an early Miocene Konservat-Lagerstätte deposit in southern New Zealand",2016,"Alcheringa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84981484921&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84981484921&origin=inward",38,"2026-01-04 12:26:34","Article","10.1080/03115518.2016.1206321","0311-5518","https://api.elsevier.com/content/abstract/scopus_id/84981484921",40,4,525,541,37,3.70,37,1,10,"","",""
9,"W. Rabitsch","Biogeography and ecology of endemic invertebrate species in Austria: A cross-taxon analysis",2016,"Basic and Applied Ecology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1439179115001486","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84960445826&origin=inward",123,"2026-01-04 12:26:34","Article","10.1016/j.baae.2015.11.002","1439-1791","https://api.elsevier.com/content/abstract/scopus_id/84960445826",17,2,95,105,9,0.90,9,1,10,"","",""
55,"M.J. Harrington","Biological archetypes for self-healing materials",2016,"Advances in Polymer Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84979073102&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84979073102&origin=inward",18,"2026-01-04 12:26:34","Book Chapter","10.1007/12_2015_334","0065-3195","https://api.elsevier.com/content/abstract/scopus_id/84979073102",273,,307,344,55,5.50,55,1,10,"","",""
41,"V.D. Ivanov","Caddisflies from Cenozoic resins of Europe",2016,"Paleontological Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84990911150&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84990911150&origin=inward",32,"2026-01-04 12:26:34","Article","10.1134/S0031030116050063","0031-0301","https://api.elsevier.com/content/abstract/scopus_id/84990911150",50,5,485,493,41,4.10,41,1,10,"","",""
