Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,ScopusID,EID
0,Skipp S.,"The genome sequence of the Grey Sedge caddis fly, Odontocerum albicorne (Scopoli, 1769)",2024,Wellcome Open Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194353630&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194353630&origin=inward,,2026-01-16 13:11:07,Article,10.12688/wellcomeopenres.20124.2,,https://api.elsevier.com/content/abstract/scopus_id/85194353630,8,,,,,0.0,0.0,1,1,,,,85194353630,2-s2.0-85194353630
2,Houghton D.C.,"Updated checklist, habitat affinities, and changes over time of the Indiana (USA) caddisfly fauna (Insecta, Trichoptera)",2024,Zookeys,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208460694&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208460694&origin=inward,,2026-01-16 13:11:07,Article,10.3897/zookeys.1216.129914,13132989,https://api.elsevier.com/content/abstract/scopus_id/85208460694,1216,,,,,2.0,2.0,1,1,,,,85208460694,2-s2.0-85208460694
0,Botvinkin A.D.,"First Findings on the Dietary Pattern of the Eastern Water Bat Myotis petax (Hollister, 1812) Feeding near Lake Baikal (Using Coproscopy Data)",2024,Contemporary Problems of Ecology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199892790&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199892790&origin=inward,,2026-01-16 13:11:07,Article,10.1134/S1995425524700367,19954255,https://api.elsevier.com/content/abstract/scopus_id/85199892790,17,4,,,,0.0,0.0,1,1,,,,85199892790,2-s2.0-85199892790
2,Armitage B.J.,"The Trichoptera of Panama. XXV. Eight new country records of caddisflies (Insecta, Trichoptera)",2024,Neotropical Biology and Conservation,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192065938&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192065938&origin=inward,,2026-01-16 13:11:07,Article,10.3897/neotropical.19.e117513,18099939,https://api.elsevier.com/content/abstract/scopus_id/85192065938,19,1,,,,2.0,2.0,1,1,,,,85192065938,2-s2.0-85192065938
0,Powell A.,Evolution of Opsin Genes in Caddisflies (Insecta: Trichoptera),2024,Genome Biology and Evolution,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203559539&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203559539&origin=inward,,2026-01-16 13:11:07,Article,10.1093/gbe/evae185,,https://api.elsevier.com/content/abstract/scopus_id/85203559539,16,9,,,,0.0,0.0,1,1,,,,85203559539,2-s2.0-85203559539
5,Armitage B.J.,The Trichoptera of Panama XXVII. The third benchmark—a waypoint to the future,2024,Neotropical Biology and Conservation,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198397315&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198397315&origin=inward,,2026-01-16 13:11:07,Article,10.3897/neotropical.19.e113487,18099939,https://api.elsevier.com/content/abstract/scopus_id/85198397315,19,2,,,,5.0,5.0,1,1,,,,85198397315,2-s2.0-85198397315
11,Ibrahimi H.,"Trichoptera of Europe: Diversity, importance, and conservation",2024,Insect Diversity and Ecosystem Services Volume 1 Importance Threats Conservation and Economic Perspectives,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197122324&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197122324&origin=inward,,2026-01-16 13:11:07,Book Chapter,,,https://api.elsevier.com/content/abstract/scopus_id/85197122324,,,,,,11.0,11.0,1,1,,,,85197122324,2-s2.0-85197122324
0,Chen Z.T.,A Cretaceous Caddisfly Larva Encased in Amber and Its Evolutionary Implications (Insecta: Trichoptera),2024,Annales Zoologici,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198742233&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198742233&origin=inward,,2026-01-16 13:11:07,Article,10.3161/00034541ANZ2024.74.2.003,00034541,https://api.elsevier.com/content/abstract/scopus_id/85198742233,74,2,,,,0.0,0.0,1,1,,,,85198742233,2-s2.0-85198742233
19,Frandsen P.B.,"Phylogenomics recovers multiple origins of portable case making in caddisflies (Insecta: Trichoptera), nature’s underwater architects",2024,Proceedings of the Royal Society B Biological Sciences,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197734194&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197734194&origin=inward,,2026-01-16 13:11:07,Article,10.1098/rspb.2024.0514,09628452,https://api.elsevier.com/content/abstract/scopus_id/85197734194,291,2026,,,,19.0,19.0,1,1,,,,85197734194,2-s2.0-85197734194
4,Cochran J.K.,Variation in Freshwater Insect Osmoregulatory Traits: A Comparative Approach,2024,Ecological and Evolutionary Physiology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202152907&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202152907&origin=inward,,2026-01-16 13:11:07,Article,10.1086/730689,29937973,https://api.elsevier.com/content/abstract/scopus_id/85202152907,97,3,,,,4.0,4.0,1,1,,,,85202152907,2-s2.0-85202152907
0,Navara T.,"New and interesting records of rare caddisflies (Trichoptera, Insecta) from Slovakia with comments on their ecology and conservation status",2024,Biologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198974769&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198974769&origin=inward,,2026-01-16 13:11:07,Article,10.1007/s11756-024-01743-0,00063088,https://api.elsevier.com/content/abstract/scopus_id/85198974769,79,9,,,,0.0,0.0,1,1,,,,85198974769,2-s2.0-85198974769
2,Chao J.,"New fossil caddisflies (Trichoptera, Dysoneuridae) from the Lower Cretaceous of Inner Mongolia, China",2024,Cretaceous Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188238910&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188238910&origin=inward,,2026-01-16 13:11:07,Article,10.1016/j.cretres.2024.105877,01956671,https://api.elsevier.com/content/abstract/scopus_id/85188238910,159,,,,,2.0,2.0,1,1,,,,85188238910,2-s2.0-85188238910
13,Ge X.,Phylogenomics resolves a 100-year-old debate regarding the evolutionary history of caddisflies (Insecta: Trichoptera),2024,Molecular Phylogenetics and Evolution,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204213257&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204213257&origin=inward,,2026-01-16 13:11:07,Article,10.1016/j.ympev.2024.108196,10557903,https://api.elsevier.com/content/abstract/scopus_id/85204213257,201,,,,,13.0,13.0,1,1,,,,85204213257,2-s2.0-85204213257
0,Ušanović L.,Contribution to the caddisflies fauna in Bosnia and Herzegovina: The first molecular confirmation and DNA barcode records of two Synagapetus species (Trichoptera: Glossosomatidae),2024,Periodicum Biologorum,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105018957801&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105018957801&origin=inward,,2026-01-16 13:11:07,Article,10.18054/pb.v126i3-4.33281,00315362,https://api.elsevier.com/content/abstract/scopus_id/105018957801,126,3-4,,,,0.0,0.0,1,1,,,,105018957801,2-s2.0-105018957801
1,Ullah A.,"Feeding habits and diet composition of Schizothorax plagiostomus in Panjkora River, Malakand region, Pakistan",2024,Arxius De Miscellania Zoologica,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202871897&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85202871897&origin=inward,,2026-01-16 13:11:07,Article,10.32800/amz.2024.22.0053,,https://api.elsevier.com/content/abstract/scopus_id/85202871897,22,,,,,1.0,1.0,1,1,,,,85202871897,2-s2.0-85202871897
9,Melnitsky S.I.,"Palaeohelicopsyche netnetdaida sp.n., a first species of Helicopsychidae (Insecta: Trichoptera) from Eocene Rovno amber",2024,Ecologica Montenegrina,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208754989&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208754989&origin=inward,,2026-01-16 13:11:07,Article,10.37828/em.2024.79.11,23370173,https://api.elsevier.com/content/abstract/scopus_id/85208754989,79,,,,,9.0,9.0,1,1,,,,85208754989,2-s2.0-85208754989
1,Pacini N.,Low redundancy among caddisflies sharing a mid-mountain stream,2024,African Journal of Ecology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174271188&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174271188&origin=inward,,2026-01-16 13:11:07,Article,10.1111/aje.13217,01416707,https://api.elsevier.com/content/abstract/scopus_id/85174271188,62,1,,,,1.0,1.0,1,1,,,,85174271188,2-s2.0-85174271188
6,Frese M.,"Miocene caddisflies from Australia: iron-rich sediments preserve internal organs, tracheoles, and corneal nanocoating of larvae and pupae",2024,Zoological Journal of the Linnean Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199175964&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199175964&origin=inward,,2026-01-16 13:11:07,Article,10.1093/zoolinnean/zlae003,00244082,https://api.elsevier.com/content/abstract/scopus_id/85199175964,202,3,,,,6.0,6.0,1,1,,,,85199175964,2-s2.0-85199175964
8,Melnitsky S.I.,"The new species of Holocentropus, Plectrocnemia and Phryganea (Insecta: Trichoptera) from Eocene Rovno amber",2024,Ecologica Montenegrina,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211329786&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211329786&origin=inward,,2026-01-16 13:11:07,Article,10.37828/em.2024.80.1,23370173,https://api.elsevier.com/content/abstract/scopus_id/85211329786,80,,,,,8.0,8.0,1,1,,,,85211329786,2-s2.0-85211329786
1,Veseli M.,Metamorphosis alters concentrations of bioaccumulated pharmaceuticals and endocrine disruptors in caddisflies: Implications for transfer of aquatic–terrestrial subsidies,2024,Freshwater Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197383181&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197383181&origin=inward,,2026-01-16 13:11:07,Article,10.1111/fwb.14298,00465070,https://api.elsevier.com/content/abstract/scopus_id/85197383181,69,9,,,,1.0,1.0,1,1,,,,85197383181,2-s2.0-85197383181
14,Wang J.,Swarming caddisflies in the mid-cretaceous,2024,National Science Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201405257&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201405257&origin=inward,,2026-01-16 13:11:07,Article,10.1093/nsr/nwae227,20955138,https://api.elsevier.com/content/abstract/scopus_id/85201405257,11,8,,,,14.0,14.0,1,1,,,,85201405257,2-s2.0-85201405257
9,Bilalli A.,"First record of Hydroptila ivisa Malicky, 1972 (Trichoptera, Hydroptilidae) from the Ecoregion 6, Hellenic Western Balkans",2024,Journal of the Entomological Research Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193380713&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85193380713&origin=inward,,2026-01-16 13:11:07,Article,10.51963/jers.v26i1.2582,13020250,https://api.elsevier.com/content/abstract/scopus_id/85193380713,26,1,,,,9.0,9.0,1,1,,,,85193380713,2-s2.0-85193380713
5,Lancaster J.,Connected headwaters: Indelible field evidence of dispersal by a diverse caddisfly assemblage up stream valleys to dry catchment boundaries,2024,Freshwater Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85174612556&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85174612556&origin=inward,,2026-01-16 13:11:07,Article,10.1111/fwb.14188,00465070,https://api.elsevier.com/content/abstract/scopus_id/85174612556,69,1,,,,5.0,5.0,1,1,,,,85174612556,2-s2.0-85174612556
0,Majeed A.,Generating the DNA Barcodes of Indian Caddisflies (Trichoptera: Insecta): A Way Forward,2024,Insect Diversity and Ecosystem Services Environmental Indicators Molecular Approaches and Management Strategies Volume 2,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85199167424&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85199167424&origin=inward,,2026-01-16 13:11:07,Book Chapter,,,https://api.elsevier.com/content/abstract/scopus_id/85199167424,2,,,,,0.0,0.0,1,1,,,,85199167424,2-s2.0-85199167424
0,Shcherbakov D.E.,"The Headless Hexapod—on the Identity of Planocephalus aselloides Scudder, 1885 (Trichoptera, Hydropsychidae; New Placement) from the Eocene of Florissant",2024,Entomological Review,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217685538&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217685538&origin=inward,,2026-01-16 13:11:07,Article,10.1134/S0013873824040079,00138738,https://api.elsevier.com/content/abstract/scopus_id/85217685538,104,4,,,,0.0,0.0,1,1,,,,85217685538,2-s2.0-85217685538
0,Harris A.G.,"Chilostigma itascae (Trichoptera: Limnephilidae), a globally rare caddisfly new for Canada",2024,Canadian Field Naturalist,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195787332&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195787332&origin=inward,,2026-01-16 13:11:07,Article,10.22621/cfn.v137i3.3221,00083550,https://api.elsevier.com/content/abstract/scopus_id/85195787332,137,3,,,,0.0,0.0,1,1,,,,85195787332,2-s2.0-85195787332
0,Bergey E.A.,Contribution to the Caddisflies (Trichoptera) of Oklahoma: Hydroptilids from Two Regions of the State,2024,Journal of the Kansas Entomological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204024342&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204024342&origin=inward,,2026-01-16 13:11:07,Article,10.2317/0022-8567-97.2.39,00228567,https://api.elsevier.com/content/abstract/scopus_id/85204024342,97,2,,,,0.0,0.0,1,1,,,,85204024342,2-s2.0-85204024342
0,Wiberg-Larsen P.,"Holocentropus varangensis Mey, 1987, a probable hybrid between Holocentropus insignis Martynov, 1924 and H. picicornis (Stephens, 1836) (Trichoptera, Polycentropodidae)",2024,Norwegian Journal of Entomology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000504461&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000504461&origin=inward,,2026-01-16 13:11:07,Article,,15018415,https://api.elsevier.com/content/abstract/scopus_id/105000504461,71,1,,,,0.0,0.0,1,1,,,,105000504461,2-s2.0-105000504461
0,Lovaglio Diez M.,Bridging the cytogenetic gap in Trichoptera (Insecta): first karyotypic data on Neotropical species and insights into chromosomal evolution in caddisflies,2024,Biological Journal of the Linnean Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197885668&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197885668&origin=inward,,2026-01-16 13:11:07,Article,10.1093/biolinnean/blad134,00244066,https://api.elsevier.com/content/abstract/scopus_id/85197885668,142,3,,,,0.0,0.0,1,1,,,,85197885668,2-s2.0-85197885668
