Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,ScopusID,EID
4,Sukatsheva I.D.,"Caddis-flies (Insecta: Trichoptera) from the Insect Limestone (Bembridge Marls, Late Eocene) of the Isle of Wight, UK",2014,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84903715537&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84903715537&origin=inward,,2026-01-16 11:49:20,Article,10.1017/S1755691014000024,17556910,https://api.elsevier.com/content/abstract/scopus_id/84903715537,104,3-4,,,,0.36,4.0,1,11,,,,84903715537,2-s2.0-84903715537
19,Yoshido A.,Silk moths (lepidoptera),2014,Protocols for Cytogenetic Mapping of Arthropod Genomes,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963979304&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84963979304&origin=inward,,2026-01-16 11:49:20,Book Chapter,10.1201/b17450,,https://api.elsevier.com/content/abstract/scopus_id/84963979304,,,,,,1.73,19.0,1,11,,,,84963979304,2-s2.0-84963979304
15,Malicky H.,"Caddisflies (trichoptera) from Lombok, Bali and Java (Indonesia), with a discussion of Wallace's line",2014,Deutsche Entomologische Zeitschrift,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902956311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902956311&origin=inward,,2026-01-16 11:49:20,Article,10.3897/dez.61.7046,14351951,https://api.elsevier.com/content/abstract/scopus_id/84902956311,61,1,,,,1.36,15.0,1,11,,,,84902956311,2-s2.0-84902956311
3,Givens D.R.,"An annotated list of caddisflies (Trichoptera) collected in lassen Volcanic National Park, California, U.S.A. during 2011-2013",2014,Entomological News,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84913536175&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84913536175&origin=inward,,2026-01-16 11:49:20,Article,10.3157/021.124.0301,0013872X,https://api.elsevier.com/content/abstract/scopus_id/84913536175,124,3,,,,0.27,3.0,1,11,,,,84913536175,2-s2.0-84913536175
5,Aciliak M.,Biological zonation of the last unbound big river in the West Carpathians: Reference scheme based on caddisfly communities,2014,Knowledge and Management of Aquatic Ecosystems,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84908428730&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84908428730&origin=inward,,2026-01-16 11:49:20,Article,10.1051/kmae/2014028,19619502,https://api.elsevier.com/content/abstract/scopus_id/84908428730,,415,,,,0.45,5.0,1,11,,,,84908428730,2-s2.0-84908428730
51,Ibrahimi H.,Trichoptera biodiversity of the Aegean and Adriatic sea basins in the Republic of Kosovo,2014,Journal of Insect Science,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84924031744&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84924031744&origin=inward,,2026-01-16 11:49:20,Article,10.1093/jisesa/ieu071,,https://api.elsevier.com/content/abstract/scopus_id/84924031744,14,1,,,,4.64,51.0,1,11,,,,84924031744,2-s2.0-84924031744
21,Stoyanova T.,"Ephemeroptera, plecoptera and trichoptera as indicators for ecological quality of the Luda Reka River, Southwest Bulgaria",2014,Acta Zoologica Bulgarica,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84903732607&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84903732607&origin=inward,,2026-01-16 11:49:20,Article,,03240770,https://api.elsevier.com/content/abstract/scopus_id/84903732607,66,2,,,,1.91,21.0,1,11,,,,84903732607,2-s2.0-84903732607
20,Kalaninová D.,Caddisflies (Trichoptera) as good indicators of environmental stress in mountain lotic ecosystems,2014,Biologia Poland,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84906311208&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84906311208&origin=inward,,2026-01-16 11:49:20,Article,10.2478/s11756-014-0405-5,00063088,https://api.elsevier.com/content/abstract/scopus_id/84906311208,69,8,,,,1.82,20.0,1,11,,,,84906311208,2-s2.0-84906311208
3,Nowinszky L.,Light-trap catch of Caddishflies (Trichoptera) in the Carpathian basin and Anatolia in the four Quarert of the moon,2014,Journal of the Entomological Research Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84918503664&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84918503664&origin=inward,,2026-01-16 11:49:20,Article,,13020250,https://api.elsevier.com/content/abstract/scopus_id/84918503664,16,3,,,,0.27,3.0,1,11,,,,84918503664,2-s2.0-84918503664
26,Ramezani J.,Effects of fine sediment addition and removal on stream invertebrates and fish: A reach-scale experiment,2014,Freshwater Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84911971221&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84911971221&origin=inward,,2026-01-16 11:49:20,Article,10.1111/fwb.12456,00465070,https://api.elsevier.com/content/abstract/scopus_id/84911971221,59,12,,,,2.36,26.0,1,11,,,,84911971221,2-s2.0-84911971221
5,Ruiter D.E.,Studies on the Caddisfly (Trichoptera) fauna of Nevada,2014,Pan Pacific Entomologist,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899739087&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899739087&origin=inward,,2026-01-16 11:49:20,Article,10.3956/2014-90.1.23,00310603,https://api.elsevier.com/content/abstract/scopus_id/84899739087,90,1,,,,0.45,5.0,1,11,,,,84899739087,2-s2.0-84899739087
6,Nowinszky L.,Swarming patterns of light trapped individuals of caddisfly species (Trichoptera) in Central Europe,2014,Central European Journal of Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891851203&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891851203&origin=inward,,2026-01-16 11:49:20,Article,10.2478/s11535-013-0272-z,1895104X,https://api.elsevier.com/content/abstract/scopus_id/84891851203,9,4,,,,0.55,6.0,1,11,,,,84891851203,2-s2.0-84891851203
